"Time (CET/CEST)","Germany (DE) > Norway (NO) [MW]","Norway (NO) > Germany (DE) [MW]"
"01.01.2022 17:45 - 01.01.2022 18:00","730","0"
"01.01.2022 18:00 - 01.01.2022 18:15","433","0"
"01.01.2022 18:15 - 01.01.2022 18:30","357","0"
"01.01.2022 18:30 - 01.01.2022 18:45","357","0"
"01.01.2022 18:45 - 01.01.2022 19:00","456","0"
"01.01.2022 19:00 - 01.01.2022 19:15","849","0"
"01.01.2022 19:15 - 01.01.2022 19:30","949","0"
"01.01.2022 19:30 - 01.01.2022 19:45","949","0"
"01.01.2022 19:45 - 01.01.2022 20:00","1012","0"
"01.01.2022 20:00 - 01.01.2022 20:15","1264","0"
"01.01.2022 20:15 - 01.01.2022 20:30","1327","0"
"01.01.2022 20:30 - 01.01.2022 20:45","1326","0"
"01.01.2022 20:45 - 01.01.2022 21:00","1331","0"
"01.01.2022 21:00 - 01.01.2022 21:15","1348","0"
"01.01.2022 21:15 - 01.01.2022 21:30","1353","0"
"01.01.2022 21:30 - 01.01.2022 21:45","1353","0"
"01.01.2022 21:45 - 01.01.2022 22:00","1341","0"
"01.01.2022 22:00 - 01.01.2022 22:15","1293","0"
"01.01.2022 22:15 - 01.01.2022 22:30","1282","0"
"01.01.2022 22:30 - 01.01.2022 22:45","1282","0"
"01.01.2022 22:45 - 01.01.2022 23:00","1283","0"
"01.01.2022 23:00 - 01.01.2022 23:15","1288","0"
"01.01.2022 23:15 - 01.01.2022 23:30","1289","0"
"01.01.2022 23:30 - 01.01.2022 23:45","1290","0"
"01.01.2022 23:45 - 02.01.2022 00:00","1295","0"
"02.01.2022 00:00 - 02.01.2022 00:15","1237","0"
"02.01.2022 00:15 - 02.01.2022 00:30","7","0"
"02.01.2022 00:30 - 02.01.2022 00:45","7","0"
"02.01.2022 00:45 - 02.01.2022 01:00","6","0"
"02.01.2022 01:00 - 02.01.2022 01:15","5","0"
"02.01.2022 01:15 - 02.01.2022 01:30","6","0"
"02.01.2022 01:30 - 02.01.2022 01:45","7","0"
"02.01.2022 01:45 - 02.01.2022 02:00","7","0"
"02.01.2022 02:00 - 02.01.2022 02:15","7","0"
"02.01.2022 02:15 - 02.01.2022 02:30","7","0"
"02.01.2022 02:30 - 02.01.2022 02:45","7","0"
"02.01.2022 02:45 - 02.01.2022 03:00","7","0"
"02.01.2022 03:00 - 02.01.2022 03:15","7","0"
"02.01.2022 03:15 - 02.01.2022 03:30","7","0"
"02.01.2022 03:30 - 02.01.2022 03:45","7","0"
"02.01.2022 03:45 - 02.01.2022 04:00","7","0"
"02.01.2022 04:00 - 02.01.2022 04:15","7","0"
"02.01.2022 04:15 - 02.01.2022 04:30","7","0"
"02.01.2022 04:30 - 02.01.2022 04:45","7","0"
"02.01.2022 04:45 - 02.01.2022 05:00","7","0"
"02.01.2022 05:00 - 02.01.2022 05:15","7","0"
"02.01.2022 05:15 - 02.01.2022 05:30","7","0"
"02.01.2022 05:30 - 02.01.2022 05:45","7","0"
"02.01.2022 05:45 - 02.01.2022 06:00","7","0"
"02.01.2022 06:00 - 02.01.2022 06:15","7","0"
"02.01.2022 06:15 - 02.01.2022 06:30","7","0"
"02.01.2022 06:30 - 02.01.2022 06:45","7","0"
"02.01.2022 06:45 - 02.01.2022 07:00","7","0"
"02.01.2022 07:00 - 02.01.2022 07:15","7","0"
"02.01.2022 07:15 - 02.01.2022 07:30","6","0"
"02.01.2022 07:30 - 02.01.2022 07:45","6","0"
"02.01.2022 07:45 - 02.01.2022 08:00","6","0"
"02.01.2022 08:00 - 02.01.2022 08:15","6","0"
"02.01.2022 08:15 - 02.01.2022 08:30","6","0"
"02.01.2022 08:30 - 02.01.2022 08:45","6","0"
"02.01.2022 08:45 - 02.01.2022 09:00","6","0"
"02.01.2022 09:00 - 02.01.2022 09:15","6","0"
"02.01.2022 09:15 - 02.01.2022 09:30","6","0"
"02.01.2022 09:30 - 02.01.2022 09:45","6","0"
"02.01.2022 09:45 - 02.01.2022 10:00","6","0"
"02.01.2022 10:00 - 02.01.2022 10:15","6","0"
"02.01.2022 10:15 - 02.01.2022 10:30","6","0"
"02.01.2022 10:30 - 02.01.2022 10:45","5","0"
"02.01.2022 10:45 - 02.01.2022 11:00","6","0"
"02.01.2022 11:00 - 02.01.2022 11:15","6","0"
"02.01.2022 11:15 - 02.01.2022 11:30","6","0"
"02.01.2022 11:30 - 02.01.2022 11:45","6","0"
"02.01.2022 11:45 - 02.01.2022 12:00","6","0"
"02.01.2022 12:00 - 02.01.2022 12:15","6","0"
"02.01.2022 12:15 - 02.01.2022 12:30","6","0"
"02.01.2022 12:30 - 02.01.2022 12:45","6","0"
"02.01.2022 12:45 - 02.01.2022 13:00","6","0"
"02.01.2022 13:00 - 02.01.2022 13:15","7","0"
"02.01.2022 13:15 - 02.01.2022 13:30","6","0"
"02.01.2022 13:30 - 02.01.2022 13:45","6","0"
"02.01.2022 13:45 - 02.01.2022 14:00","6","0"
"02.01.2022 14:00 - 02.01.2022 14:15","6","0"
"02.01.2022 14:15 - 02.01.2022 14:30","6","0"
"02.01.2022 14:30 - 02.01.2022 14:45","6","0"
"02.01.2022 14:45 - 02.01.2022 15:00","6","0"
"02.01.2022 15:00 - 02.01.2022 15:15","1","0"
"02.01.2022 15:15 - 02.01.2022 15:30","6","0"
"02.01.2022 15:30 - 02.01.2022 15:45","10","0"
"02.01.2022 15:45 - 02.01.2022 16:00","15","0"
"02.01.2022 16:00 - 02.01.2022 16:15","28","0"
"02.01.2022 16:15 - 02.01.2022 16:30","29","0"
"02.01.2022 16:30 - 02.01.2022 16:45","54","0"
"02.01.2022 16:45 - 02.01.2022 17:00","54","0"
"02.01.2022 17:00 - 02.01.2022 17:15","54","0"
"02.01.2022 17:15 - 02.01.2022 17:30","55","0"
"02.01.2022 17:30 - 02.01.2022 17:45","54","0"
"02.01.2022 17:45 - 02.01.2022 18:00","55","0"
"02.01.2022 18:00 - 02.01.2022 18:15","153","0"
"02.01.2022 18:15 - 02.01.2022 18:30","200","0"
"02.01.2022 18:30 - 02.01.2022 18:45","200","0"
"02.01.2022 18:45 - 02.01.2022 19:00","200","0"
"02.01.2022 19:00 - 02.01.2022 19:15","200","0"
"02.01.2022 19:15 - 02.01.2022 19:30","200","0"
"02.01.2022 19:30 - 02.01.2022 19:45","200","0"
"02.01.2022 19:45 - 02.01.2022 20:00","276","0"
"02.01.2022 20:00 - 02.01.2022 20:15","876","0"
"02.01.2022 20:15 - 02.01.2022 20:30","1319","0"
"02.01.2022 20:30 - 02.01.2022 20:45","1325","0"
"02.01.2022 20:45 - 02.01.2022 21:00","1326","0"
"02.01.2022 21:00 - 02.01.2022 21:15","1326","0"
"02.01.2022 21:15 - 02.01.2022 21:30","1326","0"
"02.01.2022 21:30 - 02.01.2022 21:45","1325","0"
"02.01.2022 21:45 - 02.01.2022 22:00","1326","0"
"02.01.2022 22:00 - 02.01.2022 22:15","1325","0"
"02.01.2022 22:15 - 02.01.2022 22:30","1325","0"
"02.01.2022 22:30 - 02.01.2022 22:45","1325","0"
"02.01.2022 22:45 - 02.01.2022 23:00","1326","0"
"02.01.2022 23:00 - 02.01.2022 23:15","1326","0"
"02.01.2022 23:15 - 02.01.2022 23:30","1326","0"
"02.01.2022 23:30 - 02.01.2022 23:45","1326","0"
"02.01.2022 23:45 - 03.01.2022 00:00","1225","0"
"03.01.2022 00:00 - 03.01.2022 00:15","825","0"
"03.01.2022 00:15 - 03.01.2022 00:30","724","0"
"03.01.2022 00:30 - 03.01.2022 00:45","724","0"
"03.01.2022 00:45 - 03.01.2022 01:00","624","0"
"03.01.2022 01:00 - 03.01.2022 01:15","224","0"
"03.01.2022 01:15 - 03.01.2022 01:30","124","0"
"03.01.2022 01:30 - 03.01.2022 01:45","124","0"
"03.01.2022 01:45 - 03.01.2022 02:00","135","0"
"03.01.2022 02:00 - 03.01.2022 02:15","184","0"
"03.01.2022 02:15 - 03.01.2022 02:30","196","0"
"03.01.2022 02:30 - 03.01.2022 02:45","196","0"
"03.01.2022 02:45 - 03.01.2022 03:00","183","0"
"03.01.2022 03:00 - 03.01.2022 03:15","133","0"
"03.01.2022 03:15 - 03.01.2022 03:30","120","0"
"03.01.2022 03:30 - 03.01.2022 03:45","120","0"
"03.01.2022 03:45 - 03.01.2022 04:00","100","0"
"03.01.2022 04:00 - 03.01.2022 04:15","19","0"
"03.01.2022 04:15 - 03.01.2022 04:30","27","0"
"03.01.2022 04:30 - 03.01.2022 04:45","27","0"
"03.01.2022 04:45 - 03.01.2022 05:00","22","0"
"03.01.2022 05:00 - 03.01.2022 05:15","1","0"
"03.01.2022 05:15 - 03.01.2022 05:30","0","0"
"03.01.2022 05:30 - 03.01.2022 05:45","0","0"
"03.01.2022 05:45 - 03.01.2022 06:00","97","0"
"03.01.2022 06:00 - 03.01.2022 06:15","499","0"
"03.01.2022 06:15 - 03.01.2022 06:30","600","0"
"03.01.2022 06:30 - 03.01.2022 06:45","600","0"
"03.01.2022 06:45 - 03.01.2022 07:00","514","0"
"03.01.2022 07:00 - 03.01.2022 07:15","171","0"
"03.01.2022 07:15 - 03.01.2022 07:30","85","0"
"03.01.2022 07:30 - 03.01.2022 07:45","85","0"
"03.01.2022 07:45 - 03.01.2022 08:00","96","0"
"03.01.2022 08:00 - 03.01.2022 08:15","140","0"
"03.01.2022 08:15 - 03.01.2022 08:30","151","0"
"03.01.2022 08:30 - 03.01.2022 08:45","151","0"
"03.01.2022 08:45 - 03.01.2022 09:00","138","0"
"03.01.2022 09:00 - 03.01.2022 09:15","208","0"
"03.01.2022 09:15 - 03.01.2022 09:30","279","0"
"03.01.2022 09:30 - 03.01.2022 09:45","279","0"
"03.01.2022 09:45 - 03.01.2022 10:00","288","0"
"03.01.2022 10:00 - 03.01.2022 10:15","325","0"
"03.01.2022 10:15 - 03.01.2022 10:30","333","0"
"03.01.2022 10:30 - 03.01.2022 10:45","334","0"
"03.01.2022 10:45 - 03.01.2022 11:00","278","0"
"03.01.2022 11:00 - 03.01.2022 11:15","54","0"
"03.01.2022 11:15 - 03.01.2022 11:30","1","0"
"03.01.2022 11:30 - 03.01.2022 11:45","0","0"
"03.01.2022 11:45 - 03.01.2022 12:00","0","0"
"03.01.2022 12:00 - 03.01.2022 12:15","0","0"
"03.01.2022 12:15 - 03.01.2022 12:30","0","0"
"03.01.2022 12:30 - 03.01.2022 12:45","0","0"
"03.01.2022 12:45 - 03.01.2022 13:00","0","0"
"03.01.2022 13:00 - 03.01.2022 13:15","0","0"
"03.01.2022 13:15 - 03.01.2022 13:30","0","0"
"03.01.2022 13:30 - 03.01.2022 13:45","0","0"
"03.01.2022 13:45 - 03.01.2022 14:00","0","0"
"03.01.2022 14:00 - 03.01.2022 14:15","0","0"
"03.01.2022 14:15 - 03.01.2022 14:30","0","0"
"03.01.2022 14:30 - 03.01.2022 14:45","0","0"
"03.01.2022 14:45 - 03.01.2022 15:00","0","1"
"03.01.2022 15:00 - 03.01.2022 15:15","0","1"
"03.01.2022 15:15 - 03.01.2022 15:30","0","0"
"03.01.2022 15:30 - 03.01.2022 15:45","0","0"
"03.01.2022 15:45 - 03.01.2022 16:00","0","0"
"03.01.2022 16:00 - 03.01.2022 16:15","0","0"
"03.01.2022 16:15 - 03.01.2022 16:30","0","0"
"03.01.2022 16:30 - 03.01.2022 16:45","0","1"
"03.01.2022 16:45 - 03.01.2022 17:00","0","41"
"03.01.2022 17:00 - 03.01.2022 17:15","0","202"
"03.01.2022 17:15 - 03.01.2022 17:30","0","242"
"03.01.2022 17:30 - 03.01.2022 17:45","0","242"
"03.01.2022 17:45 - 03.01.2022 18:00","0","211"
"03.01.2022 18:00 - 03.01.2022 18:15","0","87"
"03.01.2022 18:15 - 03.01.2022 18:30","0","55"
"03.01.2022 18:30 - 03.01.2022 18:45","0","56"
"03.01.2022 18:45 - 03.01.2022 19:00","0","46"
"03.01.2022 19:00 - 03.01.2022 19:15","0","10"
"03.01.2022 19:15 - 03.01.2022 19:30","0","0"
"03.01.2022 19:30 - 03.01.2022 19:45","0","0"
"03.01.2022 19:45 - 03.01.2022 20:00","0","0"
"03.01.2022 20:00 - 03.01.2022 20:15","0","0"
"03.01.2022 20:15 - 03.01.2022 20:30","0","0"
"03.01.2022 20:30 - 03.01.2022 20:45","0","0"
"03.01.2022 20:45 - 03.01.2022 21:00","61","0"
"03.01.2022 21:00 - 03.01.2022 21:15","313","0"
"03.01.2022 21:15 - 03.01.2022 21:30","376","0"
"03.01.2022 21:30 - 03.01.2022 21:45","376","0"
"03.01.2022 21:45 - 03.01.2022 22:00","393","0"
"03.01.2022 22:00 - 03.01.2022 22:15","464","0"
"03.01.2022 22:15 - 03.01.2022 22:30","481","0"
"03.01.2022 22:30 - 03.01.2022 22:45","482","0"
"03.01.2022 22:45 - 03.01.2022 23:00","546","0"
"03.01.2022 23:00 - 03.01.2022 23:15","806","0"
"03.01.2022 23:15 - 03.01.2022 23:30","870","0"
"03.01.2022 23:30 - 03.01.2022 23:45","871","0"
"03.01.2022 23:45 - 04.01.2022 00:00","826","0"
"04.01.2022 00:00 - 04.01.2022 00:15","645","0"
"04.01.2022 00:15 - 04.01.2022 00:30","600","0"
"04.01.2022 00:30 - 04.01.2022 00:45","600","0"
"04.01.2022 00:45 - 04.01.2022 01:00","700","0"
"04.01.2022 01:00 - 04.01.2022 01:15","1101","0"
"04.01.2022 01:15 - 04.01.2022 01:30","1201","0"
"04.01.2022 01:30 - 04.01.2022 01:45","1202","0"
"04.01.2022 01:45 - 04.01.2022 02:00","1235","0"
"04.01.2022 02:00 - 04.01.2022 02:15","1367","0"
"04.01.2022 02:15 - 04.01.2022 02:30","1401","0"
"04.01.2022 02:30 - 04.01.2022 02:45","1400","0"
"04.01.2022 02:45 - 04.01.2022 03:00","1391","0"
"04.01.2022 03:00 - 04.01.2022 03:15","1348","0"
"04.01.2022 03:15 - 04.01.2022 03:30","1338","0"
"04.01.2022 03:30 - 04.01.2022 03:45","1338","0"
"04.01.2022 03:45 - 04.01.2022 04:00","1238","0"
"04.01.2022 04:00 - 04.01.2022 04:15","837","0"
"04.01.2022 04:15 - 04.01.2022 04:30","736","0"
"04.01.2022 04:30 - 04.01.2022 04:45","736","0"
"04.01.2022 04:45 - 04.01.2022 05:00","636","0"
"04.01.2022 05:00 - 04.01.2022 05:15","236","0"
"04.01.2022 05:15 - 04.01.2022 05:30","136","0"
"04.01.2022 05:30 - 04.01.2022 05:45","136","0"
"04.01.2022 05:45 - 04.01.2022 06:00","36","0"
"04.01.2022 06:00 - 04.01.2022 06:15","0","365"
"04.01.2022 06:15 - 04.01.2022 06:30","0","465"
"04.01.2022 06:30 - 04.01.2022 06:45","0","465"
"04.01.2022 06:45 - 04.01.2022 07:00","0","565"
"04.01.2022 07:00 - 04.01.2022 07:15","0","967"
"04.01.2022 07:15 - 04.01.2022 07:30","0","1068"
"04.01.2022 07:30 - 04.01.2022 07:45","0","1068"
"04.01.2022 07:45 - 04.01.2022 08:00","0","1124"
"04.01.2022 08:00 - 04.01.2022 08:15","0","1347"
"04.01.2022 08:15 - 04.01.2022 08:30","0","1404"
"04.01.2022 08:30 - 04.01.2022 08:45","0","1404"
"04.01.2022 08:45 - 04.01.2022 09:00","0","1404"
"04.01.2022 09:00 - 04.01.2022 09:15","0","1404"
"04.01.2022 09:15 - 04.01.2022 09:30","0","1404"
"04.01.2022 09:30 - 04.01.2022 09:45","0","1404"
"04.01.2022 09:45 - 04.01.2022 10:00","0","1404"
"04.01.2022 10:00 - 04.01.2022 10:15","0","1404"
"04.01.2022 10:15 - 04.01.2022 10:30","0","1404"
"04.01.2022 10:30 - 04.01.2022 10:45","0","1404"
"04.01.2022 10:45 - 04.01.2022 11:00","0","1404"
"04.01.2022 11:00 - 04.01.2022 11:15","0","1404"
"04.01.2022 11:15 - 04.01.2022 11:30","0","1404"
"04.01.2022 11:30 - 04.01.2022 11:45","0","1404"
"04.01.2022 11:45 - 04.01.2022 12:00","0","1384"
"04.01.2022 12:00 - 04.01.2022 12:15","0","1304"
"04.01.2022 12:15 - 04.01.2022 12:30","0","1284"
"04.01.2022 12:30 - 04.01.2022 12:45","0","1284"
"04.01.2022 12:45 - 04.01.2022 13:00","0","1261"
"04.01.2022 13:00 - 04.01.2022 13:15","0","1167"
"04.01.2022 13:15 - 04.01.2022 13:30","0","1144"
"04.01.2022 13:30 - 04.01.2022 13:45","0","1144"
"04.01.2022 13:45 - 04.01.2022 14:00","0","1129"
"04.01.2022 14:00 - 04.01.2022 14:15","0","1069"
"04.01.2022 14:15 - 04.01.2022 14:30","0","1053"
"04.01.2022 14:30 - 04.01.2022 14:45","0","1054"
"04.01.2022 14:45 - 04.01.2022 15:00","0","1043"
"04.01.2022 15:00 - 04.01.2022 15:15","0","1003"
"04.01.2022 15:15 - 04.01.2022 15:30","0","993"
"04.01.2022 15:30 - 04.01.2022 15:45","0","993"
"04.01.2022 15:45 - 04.01.2022 16:00","0","977"
"04.01.2022 16:00 - 04.01.2022 16:15","0","909"
"04.01.2022 16:15 - 04.01.2022 16:30","0","893"
"04.01.2022 16:30 - 04.01.2022 16:45","0","893"
"04.01.2022 16:45 - 04.01.2022 17:00","0","869"
"04.01.2022 17:00 - 04.01.2022 17:15","0","775"
"04.01.2022 17:15 - 04.01.2022 17:30","0","752"
"04.01.2022 17:30 - 04.01.2022 17:45","0","752"
"04.01.2022 17:45 - 04.01.2022 18:00","0","737"
"04.01.2022 18:00 - 04.01.2022 18:15","0","684"
"04.01.2022 18:15 - 04.01.2022 18:30","0","672"
"04.01.2022 18:30 - 04.01.2022 18:45","0","672"
"04.01.2022 18:45 - 04.01.2022 19:00","0","652"
"04.01.2022 19:00 - 04.01.2022 19:15","0","578"
"04.01.2022 19:15 - 04.01.2022 19:30","0","561"
"04.01.2022 19:30 - 04.01.2022 19:45","0","561"
"04.01.2022 19:45 - 04.01.2022 20:00","0","545"
"04.01.2022 20:00 - 04.01.2022 20:15","0","485"
"04.01.2022 20:15 - 04.01.2022 20:30","0","471"
"04.01.2022 20:30 - 04.01.2022 20:45","0","471"
"04.01.2022 20:45 - 04.01.2022 21:00","0","412"
"04.01.2022 21:00 - 04.01.2022 21:15","0","188"
"04.01.2022 21:15 - 04.01.2022 21:30","0","135"
"04.01.2022 21:30 - 04.01.2022 21:45","0","135"
"04.01.2022 21:45 - 04.01.2022 22:00","0","35"
"04.01.2022 22:00 - 04.01.2022 22:15","365","0"
"04.01.2022 22:15 - 04.01.2022 22:30","466","0"
"04.01.2022 22:30 - 04.01.2022 22:45","466","0"
"04.01.2022 22:45 - 04.01.2022 23:00","564","0"
"04.01.2022 23:00 - 04.01.2022 23:15","963","0"
"04.01.2022 23:15 - 04.01.2022 23:30","1063","0"
"04.01.2022 23:30 - 04.01.2022 23:45","1064","0"
"04.01.2022 23:45 - 05.01.2022 00:00","1096","0"
"05.01.2022 00:00 - 05.01.2022 00:15","1215","0"
"05.01.2022 00:15 - 05.01.2022 00:30","1242","0"
"05.01.2022 00:30 - 05.01.2022 00:45","1244","0"
"05.01.2022 00:45 - 05.01.2022 01:00","1246","0"
"05.01.2022 01:00 - 05.01.2022 01:15","1256","0"
"05.01.2022 01:15 - 05.01.2022 01:30","1262","0"
"05.01.2022 01:30 - 05.01.2022 01:45","1262","0"
"05.01.2022 01:45 - 05.01.2022 02:00","1253","0"
"05.01.2022 02:00 - 05.01.2022 02:15","1221","0"
"05.01.2022 02:15 - 05.01.2022 02:30","1213","0"
"05.01.2022 02:30 - 05.01.2022 02:45","1214","0"
"05.01.2022 02:45 - 05.01.2022 03:00","1210","0"
"05.01.2022 03:00 - 05.01.2022 03:15","1197","0"
"05.01.2022 03:15 - 05.01.2022 03:30","1193","0"
"05.01.2022 03:30 - 05.01.2022 03:45","1193","0"
"05.01.2022 03:45 - 05.01.2022 04:00","1185","0"
"05.01.2022 04:00 - 05.01.2022 04:15","1152","0"
"05.01.2022 04:15 - 05.01.2022 04:30","1145","0"
"05.01.2022 04:30 - 05.01.2022 04:45","1146","0"
"05.01.2022 04:45 - 05.01.2022 05:00","1138","0"
"05.01.2022 05:00 - 05.01.2022 05:15","1113","0"
"05.01.2022 05:15 - 05.01.2022 05:30","1106","0"
"05.01.2022 05:30 - 05.01.2022 05:45","1107","0"
"05.01.2022 05:45 - 05.01.2022 06:00","1107","0"
"05.01.2022 06:00 - 05.01.2022 06:15","1111","0"
"05.01.2022 06:15 - 05.01.2022 06:30","1116","0"
"05.01.2022 06:30 - 05.01.2022 06:45","1116","0"
"05.01.2022 06:45 - 05.01.2022 07:00","1129","0"
"05.01.2022 07:00 - 05.01.2022 07:15","1173","0"
"05.01.2022 07:15 - 05.01.2022 07:30","1184","0"
"05.01.2022 07:30 - 05.01.2022 07:45","1183","0"
"05.01.2022 07:45 - 05.01.2022 08:00","1183","0"
"05.01.2022 08:00 - 05.01.2022 08:15","1183","0"
"05.01.2022 08:15 - 05.01.2022 08:30","1183","0"
"05.01.2022 08:30 - 05.01.2022 08:45","1183","0"
"05.01.2022 08:45 - 05.01.2022 09:00","1189","0"
"05.01.2022 09:00 - 05.01.2022 09:15","1208","0"
"05.01.2022 09:15 - 05.01.2022 09:30","1212","0"
"05.01.2022 09:30 - 05.01.2022 09:45","1213","0"
"05.01.2022 09:45 - 05.01.2022 10:00","1207","0"
"05.01.2022 10:00 - 05.01.2022 10:15","1187","0"
"05.01.2022 10:15 - 05.01.2022 10:30","1184","0"
"05.01.2022 10:30 - 05.01.2022 10:45","1184","0"
"05.01.2022 10:45 - 05.01.2022 11:00","1175","0"
"05.01.2022 11:00 - 05.01.2022 11:15","1142","0"
"05.01.2022 11:15 - 05.01.2022 11:30","1136","0"
"05.01.2022 11:30 - 05.01.2022 11:45","1135","0"
"05.01.2022 11:45 - 05.01.2022 12:00","1140","0"
"05.01.2022 12:00 - 05.01.2022 12:15","1160","0"
"05.01.2022 12:15 - 05.01.2022 12:30","1165","0"
"05.01.2022 12:30 - 05.01.2022 12:45","1165","0"
"05.01.2022 12:45 - 05.01.2022 13:00","1147","0"
"05.01.2022 13:00 - 05.01.2022 13:15","1082","0"
"05.01.2022 13:15 - 05.01.2022 13:30","1067","0"
"05.01.2022 13:30 - 05.01.2022 13:45","1067","0"
"05.01.2022 13:45 - 05.01.2022 14:00","1062","0"
"05.01.2022 14:00 - 05.01.2022 14:15","1043","0"
"05.01.2022 14:15 - 05.01.2022 14:30","1038","0"
"05.01.2022 14:30 - 05.01.2022 14:45","1038","0"
"05.01.2022 14:45 - 05.01.2022 15:00","1037","0"
"05.01.2022 15:00 - 05.01.2022 15:15","1034","0"
"05.01.2022 15:15 - 05.01.2022 15:30","1028","0"
"05.01.2022 15:30 - 05.01.2022 15:45","1028","0"
"05.01.2022 15:45 - 05.01.2022 16:00","973","0"
"05.01.2022 16:00 - 05.01.2022 16:15","605","0"
"05.01.2022 16:15 - 05.01.2022 16:30","452","0"
"05.01.2022 16:30 - 05.01.2022 16:45","453","0"
"05.01.2022 16:45 - 05.01.2022 17:00","363","0"
"05.01.2022 17:00 - 05.01.2022 17:15","8","0"
"05.01.2022 17:15 - 05.01.2022 17:30","0","80"
"05.01.2022 17:30 - 05.01.2022 17:45","0","81"
"05.01.2022 17:45 - 05.01.2022 18:00","0","130"
