"Time (CET/CEST)","Germany (DE) > Norway (NO) [MW]","Norway (NO) > Germany (DE) [MW]"
"02.01.2023 19:00 - 02.01.2023 19:15","0","701"
"02.01.2023 19:15 - 02.01.2023 19:30","0","792"
"02.01.2023 19:30 - 02.01.2023 19:45","0","792"
"02.01.2023 19:45 - 02.01.2023 20:00","0","784"
"02.01.2023 20:00 - 02.01.2023 20:15","0","753"
"02.01.2023 20:15 - 02.01.2023 20:30","0","746"
"02.01.2023 20:30 - 02.01.2023 20:45","0","746"
"02.01.2023 20:45 - 02.01.2023 21:00","0","646"
"02.01.2023 21:00 - 02.01.2023 21:15","0","245"
"02.01.2023 21:15 - 02.01.2023 21:30","0","144"
"02.01.2023 21:30 - 02.01.2023 21:45","0","144"
"02.01.2023 21:45 - 02.01.2023 22:00","0","45"
"02.01.2023 22:00 - 02.01.2023 22:15","353","0"
"02.01.2023 22:15 - 02.01.2023 22:30","455","0"
"02.01.2023 22:30 - 02.01.2023 22:45","455","0"
"02.01.2023 22:45 - 02.01.2023 23:00","553","0"
"02.01.2023 23:00 - 02.01.2023 23:15","954","0"
"02.01.2023 23:15 - 02.01.2023 23:30","1055","0"
"02.01.2023 23:30 - 02.01.2023 23:45","1055","0"
"02.01.2023 23:45 - 03.01.2023 00:00","976","0"
"03.01.2023 00:00 - 03.01.2023 00:15","664","0"
"03.01.2023 00:15 - 03.01.2023 00:30","586","0"
"03.01.2023 00:30 - 03.01.2023 00:45","585","0"
"03.01.2023 00:45 - 03.01.2023 01:00","684","0"
"03.01.2023 01:00 - 03.01.2023 01:15","1085","0"
"03.01.2023 01:15 - 03.01.2023 01:30","1186","0"
"03.01.2023 01:30 - 03.01.2023 01:45","1187","0"
"03.01.2023 01:45 - 03.01.2023 02:00","1205","0"
"03.01.2023 02:00 - 03.01.2023 02:15","1273","0"
"03.01.2023 02:15 - 03.01.2023 02:30","1289","0"
"03.01.2023 02:30 - 03.01.2023 02:45","1289","0"
"03.01.2023 02:45 - 03.01.2023 03:00","1308","0"
"03.01.2023 03:00 - 03.01.2023 03:15","1374","0"
"03.01.2023 03:15 - 03.01.2023 03:30","1390","0"
"03.01.2023 03:30 - 03.01.2023 03:45","1391","0"
"03.01.2023 03:45 - 03.01.2023 04:00","1355","0"
"03.01.2023 04:00 - 03.01.2023 04:15","1225","0"
"03.01.2023 04:15 - 03.01.2023 04:30","1195","0"
"03.01.2023 04:30 - 03.01.2023 04:45","1194","0"
"03.01.2023 04:45 - 03.01.2023 05:00","1096","0"
"03.01.2023 05:00 - 03.01.2023 05:15","696","0"
"03.01.2023 05:15 - 03.01.2023 05:30","594","0"
"03.01.2023 05:30 - 03.01.2023 05:45","594","0"
"03.01.2023 05:45 - 03.01.2023 06:00","495","0"
"03.01.2023 06:00 - 03.01.2023 06:15","101","0"
"03.01.2023 06:15 - 03.01.2023 06:30","0","0"
"03.01.2023 06:30 - 03.01.2023 06:45","0","0"
"03.01.2023 06:45 - 03.01.2023 07:00","0","22"
"03.01.2023 07:00 - 03.01.2023 07:15","0","106"
"03.01.2023 07:15 - 03.01.2023 07:30","0","126"
"03.01.2023 07:30 - 03.01.2023 07:45","0","126"
"03.01.2023 07:45 - 03.01.2023 08:00","0","151"
"03.01.2023 08:00 - 03.01.2023 08:15","0","242"
"03.01.2023 08:15 - 03.01.2023 08:30","0","263"
"03.01.2023 08:30 - 03.01.2023 08:45","0","263"
"03.01.2023 08:45 - 03.01.2023 09:00","0","217"
"03.01.2023 09:00 - 03.01.2023 09:15","0","41"
"03.01.2023 09:15 - 03.01.2023 09:30","0","0"
"03.01.2023 09:30 - 03.01.2023 09:45","0","0"
"03.01.2023 09:45 - 03.01.2023 10:00","0","0"
"03.01.2023 10:00 - 03.01.2023 10:15","0","0"
"03.01.2023 10:15 - 03.01.2023 10:30","0","0"
"03.01.2023 10:30 - 03.01.2023 10:45","0","0"
"03.01.2023 10:45 - 03.01.2023 11:00","0","0"
"03.01.2023 11:00 - 03.01.2023 11:15","0","0"
"03.01.2023 11:15 - 03.01.2023 11:30","0","0"
"03.01.2023 11:30 - 03.01.2023 11:45","0","0"
"03.01.2023 11:45 - 03.01.2023 12:00","0","5"
"03.01.2023 12:00 - 03.01.2023 12:15","0","24"
"03.01.2023 12:15 - 03.01.2023 12:30","0","28"
"03.01.2023 12:30 - 03.01.2023 12:45","0","28"
"03.01.2023 12:45 - 03.01.2023 13:00","0","28"
"03.01.2023 13:00 - 03.01.2023 13:15","0","31"
"03.01.2023 13:15 - 03.01.2023 13:30","0","32"
"03.01.2023 13:30 - 03.01.2023 13:45","0","32"
"03.01.2023 13:45 - 03.01.2023 14:00","0","26"
"03.01.2023 14:00 - 03.01.2023 14:15","0","5"
"03.01.2023 14:15 - 03.01.2023 14:30","0","0"
"03.01.2023 14:30 - 03.01.2023 14:45","0","0"
"03.01.2023 14:45 - 03.01.2023 15:00","0","0"
"03.01.2023 15:00 - 03.01.2023 15:15","0","0"
"03.01.2023 15:15 - 03.01.2023 15:30","0","0"
"03.01.2023 15:30 - 03.01.2023 15:45","0","0"
"03.01.2023 15:45 - 03.01.2023 16:00","0","27"
"03.01.2023 16:00 - 03.01.2023 16:15","0","129"
"03.01.2023 16:15 - 03.01.2023 16:30","0","153"
"03.01.2023 16:30 - 03.01.2023 16:45","0","153"
"03.01.2023 16:45 - 03.01.2023 17:00","0","125"
"03.01.2023 17:00 - 03.01.2023 17:15","0","23"
"03.01.2023 17:15 - 03.01.2023 17:30","0","0"
"03.01.2023 17:30 - 03.01.2023 17:45","0","0"
"03.01.2023 17:45 - 03.01.2023 18:00","0","0"
"03.01.2023 18:00 - 03.01.2023 18:15","0","0"
"03.01.2023 18:15 - 03.01.2023 18:30","0","0"
"03.01.2023 18:30 - 03.01.2023 18:45","0","0"
"03.01.2023 18:45 - 03.01.2023 19:00","0","54"
"03.01.2023 19:00 - 03.01.2023 19:15","0","261"
"03.01.2023 19:15 - 03.01.2023 19:30","0","311"
"03.01.2023 19:30 - 03.01.2023 19:45","0","311"
"03.01.2023 19:45 - 03.01.2023 20:00","0","268"
"03.01.2023 20:00 - 03.01.2023 20:15","0","110"
"03.01.2023 20:15 - 03.01.2023 20:30","0","73"
"03.01.2023 20:30 - 03.01.2023 20:45","0","73"
"03.01.2023 20:45 - 03.01.2023 21:00","14","0"
"03.01.2023 21:00 - 03.01.2023 21:15","363","0"
"03.01.2023 21:15 - 03.01.2023 21:30","450","0"
"03.01.2023 21:30 - 03.01.2023 21:45","450","0"
"03.01.2023 21:45 - 03.01.2023 22:00","549","0"
"03.01.2023 22:00 - 03.01.2023 22:15","950","0"
"03.01.2023 22:15 - 03.01.2023 22:30","1050","0"
"03.01.2023 22:30 - 03.01.2023 22:45","1050","0"
"03.01.2023 22:45 - 03.01.2023 23:00","1110","0"
"03.01.2023 23:00 - 03.01.2023 23:15","1341","0"
"03.01.2023 23:15 - 03.01.2023 23:30","1398","0"
"03.01.2023 23:30 - 03.01.2023 23:45","1399","0"
"03.01.2023 23:45 - 04.01.2023 00:00","1398","0"
"04.01.2023 00:00 - 04.01.2023 00:15","1399","0"
"04.01.2023 00:15 - 04.01.2023 00:30","1398","0"
"04.01.2023 00:30 - 04.01.2023 00:45","1398","0"
"04.01.2023 00:45 - 04.01.2023 01:00","1399","0"
"04.01.2023 01:00 - 04.01.2023 01:15","1399","0"
"04.01.2023 01:15 - 04.01.2023 01:30","1400","0"
"04.01.2023 01:30 - 04.01.2023 01:45","1400","0"
"04.01.2023 01:45 - 04.01.2023 02:00","1400","0"
"04.01.2023 02:00 - 04.01.2023 02:15","1400","0"
"04.01.2023 02:15 - 04.01.2023 02:30","1400","0"
"04.01.2023 02:30 - 04.01.2023 02:45","1399","0"
"04.01.2023 02:45 - 04.01.2023 03:00","1400","0"
"04.01.2023 03:00 - 04.01.2023 03:15","1400","0"
"04.01.2023 03:15 - 04.01.2023 03:30","1400","0"
"04.01.2023 03:30 - 04.01.2023 03:45","1400","0"
"04.01.2023 03:45 - 04.01.2023 04:00","1400","0"
"04.01.2023 04:00 - 04.01.2023 04:15","1399","0"
"04.01.2023 04:15 - 04.01.2023 04:30","1400","0"
"04.01.2023 04:30 - 04.01.2023 04:45","1400","0"
"04.01.2023 04:45 - 04.01.2023 05:00","1400","0"
"04.01.2023 05:00 - 04.01.2023 05:15","1400","0"
"04.01.2023 05:15 - 04.01.2023 05:30","1400","0"
"04.01.2023 05:30 - 04.01.2023 05:45","1399","0"
"04.01.2023 05:45 - 04.01.2023 06:00","1397","0"
"04.01.2023 06:00 - 04.01.2023 06:15","1388","0"
"04.01.2023 06:15 - 04.01.2023 06:30","1386","0"
"04.01.2023 06:30 - 04.01.2023 06:45","1385","0"
"04.01.2023 06:45 - 04.01.2023 07:00","1382","0"
"04.01.2023 07:00 - 04.01.2023 07:15","1370","0"
"04.01.2023 07:15 - 04.01.2023 07:30","1366","0"
"04.01.2023 07:30 - 04.01.2023 07:45","1366","0"
"04.01.2023 07:45 - 04.01.2023 08:00","1365","0"
"04.01.2023 08:00 - 04.01.2023 08:15","1359","0"
"04.01.2023 08:15 - 04.01.2023 08:30","1356","0"
"04.01.2023 08:30 - 04.01.2023 08:45","1357","0"
"04.01.2023 08:45 - 04.01.2023 09:00","1357","0"
"04.01.2023 09:00 - 04.01.2023 09:15","1357","0"
"04.01.2023 09:15 - 04.01.2023 09:30","1356","0"
"04.01.2023 09:30 - 04.01.2023 09:45","1357","0"
"04.01.2023 09:45 - 04.01.2023 10:00","1355","0"
"04.01.2023 10:00 - 04.01.2023 10:15","1348","0"
"04.01.2023 10:15 - 04.01.2023 10:30","1347","0"
"04.01.2023 10:30 - 04.01.2023 10:45","1346","0"
"04.01.2023 10:45 - 04.01.2023 11:00","1347","0"
"04.01.2023 11:00 - 04.01.2023 11:15","1347","0"
"04.01.2023 11:15 - 04.01.2023 11:30","1347","0"
"04.01.2023 11:30 - 04.01.2023 11:45","1346","0"
"04.01.2023 11:45 - 04.01.2023 12:00","1345","0"
"04.01.2023 12:00 - 04.01.2023 12:15","1339","0"
"04.01.2023 12:15 - 04.01.2023 12:30","1338","0"
"04.01.2023 12:30 - 04.01.2023 12:45","1338","0"
"04.01.2023 12:45 - 04.01.2023 13:00","1338","0"
"04.01.2023 13:00 - 04.01.2023 13:15","1337","0"
"04.01.2023 13:15 - 04.01.2023 13:30","1337","0"
"04.01.2023 13:30 - 04.01.2023 13:45","1338","0"
"04.01.2023 13:45 - 04.01.2023 14:00","1338","0"
"04.01.2023 14:00 - 04.01.2023 14:15","1338","0"
"04.01.2023 14:15 - 04.01.2023 14:30","1337","0"
"04.01.2023 14:30 - 04.01.2023 14:45","1337","0"
"04.01.2023 14:45 - 04.01.2023 15:00","1339","0"
"04.01.2023 15:00 - 04.01.2023 15:15","1345","0"
"04.01.2023 15:15 - 04.01.2023 15:30","1347","0"
"04.01.2023 15:30 - 04.01.2023 15:45","1347","0"
"04.01.2023 15:45 - 04.01.2023 16:00","1344","0"
"04.01.2023 16:00 - 04.01.2023 16:15","1339","0"
"04.01.2023 16:15 - 04.01.2023 16:30","1338","0"
"04.01.2023 16:30 - 04.01.2023 16:45","1338","0"
"04.01.2023 16:45 - 04.01.2023 17:00","1339","0"
"04.01.2023 17:00 - 04.01.2023 17:15","1345","0"
"04.01.2023 17:15 - 04.01.2023 17:30","1347","0"
"04.01.2023 17:30 - 04.01.2023 17:45","1346","0"
"04.01.2023 17:45 - 04.01.2023 18:00","1347","0"
"04.01.2023 18:00 - 04.01.2023 18:15","1347","0"
"04.01.2023 18:15 - 04.01.2023 18:30","1346","0"
"04.01.2023 18:30 - 04.01.2023 18:45","1346","0"
"04.01.2023 18:45 - 04.01.2023 19:00","1351","0"
"04.01.2023 19:00 - 04.01.2023 19:15","1363","0"
"04.01.2023 19:15 - 04.01.2023 19:30","1366","0"
"04.01.2023 19:30 - 04.01.2023 19:45","1367","0"
"04.01.2023 19:45 - 04.01.2023 20:00","1366","0"
"04.01.2023 20:00 - 04.01.2023 20:15","1367","0"
"04.01.2023 20:15 - 04.01.2023 20:30","1366","0"
"04.01.2023 20:30 - 04.01.2023 20:45","1366","0"
"04.01.2023 20:45 - 04.01.2023 21:00","1365","0"
"04.01.2023 21:00 - 04.01.2023 21:15","1358","0"
"04.01.2023 21:15 - 04.01.2023 21:30","1356","0"
"04.01.2023 21:30 - 04.01.2023 21:45","1356","0"
"04.01.2023 21:45 - 04.01.2023 22:00","1361","0"
"04.01.2023 22:00 - 04.01.2023 22:15","1381","0"
"04.01.2023 22:15 - 04.01.2023 22:30","1386","0"
"04.01.2023 22:30 - 04.01.2023 22:45","1385","0"
"04.01.2023 22:45 - 04.01.2023 23:00","1386","0"
"04.01.2023 23:00 - 04.01.2023 23:15","1386","0"
"04.01.2023 23:15 - 04.01.2023 23:30","1385","0"
"04.01.2023 23:30 - 04.01.2023 23:45","1385","0"
"04.01.2023 23:45 - 05.01.2023 00:00","1372","0"
"05.01.2023 00:00 - 05.01.2023 00:15","1321","0"
"05.01.2023 00:15 - 05.01.2023 00:30","1308","0"
"05.01.2023 00:30 - 05.01.2023 00:45","1308","0"
"05.01.2023 00:45 - 05.01.2023 01:00","1312","0"
"05.01.2023 01:00 - 05.01.2023 01:15","1324","0"
"05.01.2023 01:15 - 05.01.2023 01:30","1327","0"
"05.01.2023 01:30 - 05.01.2023 01:45","1328","0"
"05.01.2023 01:45 - 05.01.2023 02:00","1326","0"
"05.01.2023 02:00 - 05.01.2023 02:15","1319","0"
"05.01.2023 02:15 - 05.01.2023 02:30","1317","0"
"05.01.2023 02:30 - 05.01.2023 02:45","1318","0"
"05.01.2023 02:45 - 05.01.2023 03:00","1319","0"
"05.01.2023 03:00 - 05.01.2023 03:15","1326","0"
"05.01.2023 03:15 - 05.01.2023 03:30","1327","0"
"05.01.2023 03:30 - 05.01.2023 03:45","1328","0"
"05.01.2023 03:45 - 05.01.2023 04:00","1328","0"
"05.01.2023 04:00 - 05.01.2023 04:15","1326","0"
"05.01.2023 04:15 - 05.01.2023 04:30","1328","0"
"05.01.2023 04:30 - 05.01.2023 04:45","1327","0"
"05.01.2023 04:45 - 05.01.2023 05:00","1330","0"
"05.01.2023 05:00 - 05.01.2023 05:15","1336","0"
"05.01.2023 05:15 - 05.01.2023 05:30","1338","0"
"05.01.2023 05:30 - 05.01.2023 05:45","1338","0"
"05.01.2023 05:45 - 05.01.2023 06:00","1341","0"
"05.01.2023 06:00 - 05.01.2023 06:15","1353","0"
"05.01.2023 06:15 - 05.01.2023 06:30","1356","0"
"05.01.2023 06:30 - 05.01.2023 06:45","1357","0"
"05.01.2023 06:45 - 05.01.2023 07:00","1360","0"
"05.01.2023 07:00 - 05.01.2023 07:15","1373","0"
"05.01.2023 07:15 - 05.01.2023 07:30","1375","0"
"05.01.2023 07:30 - 05.01.2023 07:45","1376","0"
"05.01.2023 07:45 - 05.01.2023 08:00","1379","0"
"05.01.2023 08:00 - 05.01.2023 08:15","1392","0"
"05.01.2023 08:15 - 05.01.2023 08:30","1395","0"
"05.01.2023 08:30 - 05.01.2023 08:45","1395","0"
"05.01.2023 08:45 - 05.01.2023 09:00","1316","0"
"05.01.2023 09:00 - 05.01.2023 09:15","1002","0"
"05.01.2023 09:15 - 05.01.2023 09:30","924","0"
"05.01.2023 09:30 - 05.01.2023 09:45","924","0"
"05.01.2023 09:45 - 05.01.2023 10:00","844","0"
"05.01.2023 10:00 - 05.01.2023 10:15","526","0"
"05.01.2023 10:15 - 05.01.2023 10:30","447","0"
"05.01.2023 10:30 - 05.01.2023 10:45","447","0"
"05.01.2023 10:45 - 05.01.2023 11:00","350","0"
"05.01.2023 11:00 - 05.01.2023 11:15","0","42"
"05.01.2023 11:15 - 05.01.2023 11:30","0","141"
"05.01.2023 11:30 - 05.01.2023 11:45","0","141"
"05.01.2023 11:45 - 05.01.2023 12:00","0","120"
"05.01.2023 12:00 - 05.01.2023 12:15","0","39"
"05.01.2023 12:15 - 05.01.2023 12:30","0","21"
"05.01.2023 12:30 - 05.01.2023 12:45","0","21"
"05.01.2023 12:45 - 05.01.2023 13:00","43","0"
"05.01.2023 13:00 - 05.01.2023 13:15","292","0"
"05.01.2023 13:15 - 05.01.2023 13:30","353","0"
"05.01.2023 13:30 - 05.01.2023 13:45","353","0"
"05.01.2023 13:45 - 05.01.2023 14:00","328","0"
"05.01.2023 14:00 - 05.01.2023 14:15","236","0"
"05.01.2023 14:15 - 05.01.2023 14:30","214","0"
"05.01.2023 14:30 - 05.01.2023 14:45","214","0"
"05.01.2023 14:45 - 05.01.2023 15:00","175","0"
"05.01.2023 15:00 - 05.01.2023 15:15","24","0"
"05.01.2023 15:15 - 05.01.2023 15:30","0","11"
"05.01.2023 15:30 - 05.01.2023 15:45","0","11"
"05.01.2023 15:45 - 05.01.2023 16:00","0","37"
"05.01.2023 16:00 - 05.01.2023 16:15","0","136"
"05.01.2023 16:15 - 05.01.2023 16:30","0","158"
"05.01.2023 16:30 - 05.01.2023 16:45","0","158"
"05.01.2023 16:45 - 05.01.2023 17:00","0","133"
"05.01.2023 17:00 - 05.01.2023 17:15","0","40"
